System,Mass Code,System Stars,Primary Star Type,Primary Star Spectral Class,Primary Star Luminosity,Primary Star Age,Parent Star,Parent Star Type,Parent Star Spectral Class,Parent Star Luminosity,Parent Star Age,Parent Body,Parent Body Type,Parent Landable,Parent Terraformable,Planet Name,Landable,Orbit Type,Type,Rings,RingTypes,Arrival Distance,Terraforming State,Radius,Earth Masses,Surface Gravity,Surface Temperature,Surface Pressure,Volcanism,Atmosphere,Axial Tilt,Rotational Period,Tidally Locked,Orbital Period,Semi-major Axis,Orbital Eccentricity,Orbital Inclination,Arg. of Periapsis,Mean Anomaly,Longitude of Ascending Node,Coord X,Coord Y,Coord Z,Timestamp
Flyoo Prao KA-C d14-0,D,single,G (White-Yellow) Star,G0,Vab,5602,Flyoo Prao KA-C d14-0,G (White-Yellow) Star,G0,Vab,5602,Flyoo Prao KA-C d14-0,G (White-Yellow) Star,,,Flyoo Prao KA-C d14-0 2,no,planetary,Water world,0,"",745.4818725586,Candidate for terraforming,4495.466,0.3691760004,0.7431099415,272,1.011039816186,No volcanism,Nitrogen,0.074226,0.588756082234,no,605.167579595694,1.494140857792,0.000267,-0.012212,101.587446,,,21924.2,-211.094,41169.4,2022-03-01 03:47:45
Flyoo Prao KA-C d14-0,D,single,G (White-Yellow) Star,G0,Vab,5602,Flyoo Prao KA-C d14-0,G (White-Yellow) Star,G0,Vab,5602,Flyoo Prao KA-C d14-0,G (White-Yellow) Star,,,Flyoo Prao KA-C d14-0 3,no,planetary,Water world,0,"",1056.2479248047,Not terraformable,5310.4755,0.6380829811,0.9204058647,257,2.609982728843,No volcanism,Ammonia,1.669622,1.768234799479,no,1019.53887001231,2.115486686986,0.000587,-0.096755,76.404818,,,21924.2,-211.094,41169.4,2022-03-01 03:47:36
Flyoo Prao KA-C d14-1,D,single,F (White) Star,F0,Vb,692,Flyoo Prao KA-C d14-1,F (White) Star,F0,Vb,692,Flyoo Prao KA-C d14-1,F (White) Star,,,Flyoo Prao KA-C d14-1 4,no,planetary,Water world,0,"",1546.9161376953,Candidate for terraforming,4168.65125,0.2904050052,0.6798012853,321,0.46563166944,No volcanism,Nitrogen,-0.22555,1.192507583773,no,1539.31464861944,3.094427185768,0.001805,-0.037812,6.446975,,,21924.8,-221.781,41154,2022-03-01 04:00:03
Flyoo Prao KA-C d14-1,D,single,F (White) Star,F0,Vb,692,Flyoo Prao KA-C d14-1,F (White) Star,F0,Vb,692,Flyoo Prao KA-C d14-1,F (White) Star,,,Flyoo Prao KA-C d14-1 5,no,planetary,Water world,0,"",1957.2364501953,Not terraformable,3675.76475,0.1943619996,0.5851739049,305,0.631181493649,No volcanism,Carbon dioxide,-0.192072,0.928678134225,no,2225.70676770475,3.956768422885,0.008793,0.015039,166.149959,,,21924.8,-221.781,41154,2022-03-01 03:59:56
Flyoo Prao KA-C d14-7,D,single,F (White) Star,F8,Vb,674,Flyoo Prao KA-C d14-7,F (White) Star,F8,Vb,674,Flyoo Prao KA-C d14-7,F (White) Star,,,Flyoo Prao KA-C d14-7 1,no,planetary,Water world,0,"",1288.8857421875,Not terraformable,4096.465,0.2745249867,0.6654760838,234,0.187994463982,No volcanism,Carbon dioxide-rich,2.477683,0.414969064444,no,1426.9581685463,2.583006436579,0.000128,0.027677,49.138109,,,21861.9,-216.875,41154.8,2022-03-01 04:16:53
Flyoo Prao KA-Z d0,D,single,G (White-Yellow) Star,G4,Vab,1566,Flyoo Prao KA-Z d0,G (White-Yellow) Star,G4,Vab,1566,Flyoo Prao KA-Z d0,G (White-Yellow) Star,,,Flyoo Prao KA-Z d0 3,no,planetary,Water world,0,"",775.5662231445,Candidate for terraforming,4689.3475,0.4250969887,0.7863795757,271,0.510415136814,No volcanism,Nitrogen,1.038291,98.484485968981,no,57.70982760522,0.001252535051,0.125697,-7.462186,38.093731,,,22839.7,-915.219,39995,2021-04-10 11:09:55
Flyoo Prao KA-Z d0,D,single,G (White-Yellow) Star,G4,Vab,1566,Flyoo Prao KA-Z d0,G (White-Yellow) Star,G4,Vab,1566,Flyoo Prao KA-Z d0,G (White-Yellow) Star,,,Flyoo Prao KA-Z d0 5,no,planetary,Water world,0,"",1020.8833007813,Not terraformable,4019.7015,0.2579160035,0.6493213773,288,0.703703939915,No volcanism,Carbon dioxide,-0.363228,1.527871092569,no,1035.93551450305,2.052194817199,0.006494,-0.09314,250.701014,,,22839.7,-915.219,39995,2021-04-10 11:10:09
Flyoo Prao KC-B d1-1,D,single,F (White) Star,F6,Vab,1900,Flyoo Prao KC-B d1-1,F (White) Star,F6,Vab,1900,Flyoo Prao KC-B d1-1,F (White) Star,,,Flyoo Prao KC-B d1-1 1,no,planetary,Water world,0,"",937.4668579102,Candidate for terraforming,3465.76675,0.1617430001,0.5477669835,299,0.072869598866,No volcanism,Thin Carbon dioxide-rich,1.188116,0.804798824375,no,820.124376979144,1.877520680441,0.0021,0.894288,13.906678,,,22541.4,-74.8438,40027.6,2020-06-23 03:44:27
Flyoo Prao KC-B d1-7,D,single,F (White) Star,F0,Vb,404,Flyoo Prao KC-B d1-7,F (White) Star,F0,Vb,404,Flyoo Prao KC-B d1-7,F (White) Star,,,Flyoo Prao KC-B d1-7 4,no,planetary,Water world,0,"",1200.4624023438,Candidate for terraforming,4510.7345,0.3743079901,0.7483479977,354,0.751448988914,No volcanism,Nitrogen,0.238279,1.805600922153,no,1089.05456684253,2.406022228372,0.000224,0.199966,208.987987,,,22500,-51.375,39982.4,2020-06-23 04:20:12
Flyoo Prao KC-D c15-2,C,single,K (Yellow-Orange) Star,K6,Va,10074,Flyoo Prao KC-D c15-2,K (Yellow-Orange) Star,K6,Va,10074,Flyoo Prao KC-D c15-2,K (Yellow-Orange) Star,,,Flyoo Prao KC-D c15-2 1,no,planetary,Water world,0,"",355.6775817871,Not terraformable,6016.866,0.9698659778,1.0897831917,249,1.39703876758,No volcanism,Carbon dioxide-rich,-2.807787,1.497961418519,no,278.826499426806,0.712733242237,0.000442,-0.001162,111.734047,,,21775.3,-177.75,40542,2022-01-07 22:14:51
Flyoo Prao KC-K d9-1,D,multiple,F (White) Star,F7,Vb,2036,Flyoo Prao KC-K d9-1 C,K (Yellow-Orange) Star,K7,Va,2036,Flyoo Prao KC-K d9-1 C,K (Yellow-Orange) Star,,,Flyoo Prao KC-K d9-1 C 1,no,planetary,Water world,0,"",77069.9375,Not terraformable,4279.9335,0.314805001,0.6990956664,259,0.300775235934,No volcanism,Carbon dioxide-rich,0.13076,1.44648629022,no,414.792482775671,0.900662668498,5.3e-05,-0.117753,159.082742,,,22871,-547.844,40741.3,2022-08-28 12:39:07
Flyoo Prao KC-S d5-2,D,multiple,A (Blue-White) Star,A6,VI,816,Flyoo Prao KC-S d5-2 C,M (Red dwarf) Star,M3,Va,816,Flyoo Prao KC-S d5-2 C,M (Red dwarf) Star,,,Flyoo Prao KC-S d5-2 C 3,no,planetary,Water world,0,"",14652.583984375,Not terraformable,3864.8905,0.2271600068,0.6186236143,300,0.809168979768,No volcanism,Carbon dioxide,0.296533,1.114783654479,no,425.018128697523,0.819410300984,0.000346,0.01929,314.709996,,,22876.5,-121.312,40401.5,2022-02-19 20:06:33
Flyoo Prao KC-S d5-4,D,single,F (White) Star,F5,Vb,3674,Flyoo Prao KC-S d5-4,F (White) Star,F5,Vb,3674,Flyoo Prao KC-S d5-4,F (White) Star,,,Flyoo Prao KC-S d5-4 10,no,planetary,Water world,0,"",1072.9934082031,Candidate for terraforming,6664.523,1.3635989428,1.2488709688,348,8.328710831483,No volcanism,Thick Ammonia,0.329244,1.907094308692,no,940.313079842812,2.150409051371,6.8e-05,-2.039254,200.129539,,,22862.8,-128.812,40406.4,2022-02-19 20:10:29
Flyoo Prao KC-U d3-1,D,single,G (White-Yellow) Star,G0,Vb,1168,Flyoo Prao KC-U d3-1,G (White-Yellow) Star,G0,Vb,1168,Flyoo Prao KC-U d3-1,G (White-Yellow) Star,,,Flyoo Prao KC-U d3-1 1,no,planetary,Water world,0,"",1185.7993164063,Not terraformable,3713.62325,0.2006080002,0.5912108421,258,0.533195356832,No volcanism,Carbon dioxide,-0.430363,0.804614484641,no,1327.53430969185,2.376329887422,3.1e-05,-0.000951,191.751322,89.023814,,22183.4,-823.625,40225.8,2022-07-03 20:46:02
Flyoo Prao KD-H d11-0,D,multiple,A (Blue-White) Star,A8,VI,1286,,,,,,,,,,Flyoo Prao KD-H d11-0 ABCD 6,no,planetary,Water world,0,"",5562.8154296875,Not terraformable,21063.886,49.3591308594,4.5254268646,318,18657.6400296077,Water Geysers,Thick Argon-rich,0.200527,0.713672113623,no,935.072327653565,0.416191933438,0.129647,4.053694,76.507425,,,22660.7,-289.531,40907.7,2022-05-27 21:00:36
Flyoo Prao KD-Q d6-0,D,multiple,A (Blue-White) Star,A5,VI,1712,Flyoo Prao KD-Q d6-0 A,A (Blue-White) Star,A5,VI,1712,Flyoo Prao KD-Q d6-0 A,A (Blue-White) Star,,,Flyoo Prao KD-Q d6-0 A 9,no,planetary,Water world,0,"",2780.3481445313,Candidate for terraforming,3389.9705,0.1499609947,0.5308300853,259,0.010221368626,No volcanism,Thin Carbon dioxide,-0.096338,1.307126180903,no,3811.52566384387,5.70748463218,0.025161,0.022171,82.556015,,,22386.5,-199.062,40506.9,2022-03-27 00:35:31
Flyoo Prao KD-Q d6-5,D,single,F (White) Star,F9,Vb,2048,Flyoo Prao KD-Q d6-5,F (White) Star,F9,Vb,2048,Flyoo Prao KD-Q d6-5,F (White) Star,,,Flyoo Prao KD-Q d6-5 4,no,planetary,Water world,0,"",734.4603881836,Candidate for terraforming,4086.54725,0.2736749947,0.666639626,278,0.084402178939,No volcanism,Thin Carbon dioxide-rich,-0.393794,0.790679124838,no,599.331118994294,1.471672734488,0.000175,-0.177287,159.1123,,,22377.8,-204.531,40462.3,2022-03-27 00:42:53
Flyoo Prao KD-R d5-2,D,single,A (Blue-White) Star,A9,VI,1310,Flyoo Prao KD-R d5-2 1,Y (Brown dwarf) Star,Y1,V,1310,Flyoo Prao KD-R d5-2 1,Y (Brown dwarf) Star,,,Flyoo Prao KD-R d5-2 1 a,no,moon of star,Water world,0,"",1460.9747314453,Not terraformable,5180.8665,0.2199580073,0.3333527148,283,0.098489583331,No volcanism,Thin Water-rich,-0.254011,108.768268928079,no,109.019248435891,0.139182201246,0,68.40234,98.719685,,,22058.2,-540.062,40405.1,2022-08-31 00:57:55
Flyoo Prao KD-R d5-2,D,single,A (Blue-White) Star,A9,VI,1310,Flyoo Prao KD-R d5-2,A (Blue-White) Star,A9,VI,1310,Flyoo Prao KD-R d5-2,A (Blue-White) Star,,,Flyoo Prao KD-R d5-2 4,no,planetary,Water world,0,"",2820.5200195313,Not terraformable,10775.9,7.717443943,2.7035562992,410,62.377359980262,Major Silicate Vapour Geysers,Thick Carbon dioxide,0.453368,0.442239910532,no,781.551665729942,0.121188442378,0.18684,2.080897,72.796303,,,22058.2,-540.062,40405.1,2022-08-31 00:58:15
Flyoo Prao KD-S d4-0,D,multiple,A (Blue-White) Star,A9,Vb,534,,,,,,,,,,Flyoo Prao KD-S d4-0 AB 1,no,planetary,Water world,0,"",1197.9228515625,Candidate for terraforming,3692.11925,0.1959889978,0.5848564506,372,0.399366364421,No volcanism,Carbon dioxide,0.309582,1.514008952789,no,1000.19536912441,2.613046887952,0.000285,-0.004078,169.866982,,,21774.6,-899.406,40325,2022-07-21 22:01:14
Flyoo Prao KD-S d4-0,D,multiple,A (Blue-White) Star,A9,Vb,534,,,,,,,,,,Flyoo Prao KD-S d4-0 AB 2,no,planetary,Water world,0,"",2394.2814941406,Not terraformable,4246.0295,0.3066950142,0.6920057535,250,0.119583130935,No volcanism,Oxygen,-0.172845,0.681748174711,no,2576.4058033625,4.910211835261,0.00101,0.021207,72.583078,,,21774.6,-899.406,40325,2022-07-21 21:40:06
Flyoo Prao KD-Z d1-1,D,single,F (White) Star,F2,Vab,2064,Flyoo Prao KD-Z d1-1,F (White) Star,F2,Vab,2064,Flyoo Prao KD-Z d1-1,F (White) Star,,,Flyoo Prao KD-Z d1-1 7,no,planetary,Water world,1,"Metal Rich (1)",3830.5578613281,Not terraformable,8461.023,3.1278610229,1.777340889,317,25.146869659424,Major Silicate Vapour Geysers,Thick Carbon dioxide,-0.037867,1.982193207986,no,6188.06743511447,7.686837950848,0.0027,-2.180694,339.896171,,,22020.6,-161.656,40105.6,2021-04-13 17:23:06
Flyoo Prao KD-Z d1-10,D,single,F (White) Star,F5,Vab,3880,Flyoo Prao KD-Z d1-10,F (White) Star,F5,Vab,3880,Flyoo Prao KD-Z d1-10,F (White) Star,,,Flyoo Prao KD-Z d1-10 6,no,planetary,Water world,0,"",1240.4637451172,Not terraformable,11019.833,8.4662542343,2.8360266685,522,33.223579406738,Major Silicate Vapour Geysers,Hot thick Water-rich,-0.188783,1.653289439919,no,1211.82086015185,2.48802739414,0.001286,-0.162996,75.328063,,,22019.3,-162.5,40127.7,2021-04-16 20:47:30
Flyoo Prao KD-Z d1-5,D,multiple,F (White) Star,F1,Vb,1580,Flyoo Prao KD-Z d1-5 A,F (White) Star,F1,Vb,1580,Flyoo Prao KD-Z d1-5 A,F (White) Star,,,Flyoo Prao KD-Z d1-5 A 10,no,planetary,Water world,0,"",2235.6003417969,Not terraformable,8331.3995,2.9687519073,1.7398308516,471,25.281761169434,Major Silicate Vapour Geysers,Thick Carbon dioxide,-0.1199,1.110392887431,no,2695.89173021146,4.478532199337,0.000417,-0.095991,19.568605,,,22066.5,-111.094,40101.1,2021-04-16 20:03:12
Flyoo Prao KE-E d13-1,D,multiple,G (White-Yellow) Star,G6,Vab,3476,Flyoo Prao KE-E d13-1 A,G (White-Yellow) Star,G6,Vab,3476,Flyoo Prao KE-E d13-1 A,G (White-Yellow) Star,,,Flyoo Prao KE-E d13-1 A 1,no,planetary,Earth-like world,0,"",510.6225280762,Not terraformable,4382.5765,0.3399420083,0.7199707627,263,0.868140935898,No volcanism,Suitable for water-based life,-0.454699,1.703514550694,no,386.14867738,1.022769182891,0.001552,0.017845,79.932184,,,22500,-90.7188,41025.3,2020-08-10 01:08:29
Flyoo Prao KE-E d13-5,D,single,G (White-Yellow) Star,G6,Vab,2386,Flyoo Prao KE-E d13-5,G (White-Yellow) Star,G6,Vab,2386,Flyoo Prao KE-E d13-5,G (White-Yellow) Star,,,Flyoo Prao KE-E d13-5 2,no,planetary,Water world,0,"",577.1245117188,Candidate for terraforming,3922.33025,0.2390079945,0.6319651604,253,0.01786997728,No volcanism,Thin Carbon dioxide-rich,0.441048,1.031649649734,no,445.603965609167,1.156508251142,0.00012,0.046075,166.388814,,,22532.7,-86.9688,41083.5,2020-08-10 04:44:50
Flyoo Prao KE-F d12-1,D,single,F (White) Star,F0,VI,1746,Flyoo Prao KE-F d12-1,F (White) Star,F0,VI,1746,Flyoo Prao KE-F d12-1,F (White) Star,,,Flyoo Prao KE-F d12-1 4,no,planetary,Water world,0,"",1746.3725585938,Not terraformable,3993.13,0.253237009,0.6454887986,308,0.773142887984,No volcanism,Carbon dioxide,0.210161,1.119331534016,no,2009.54465954392,3.488581298954,0.003895,-0.280096,359.262114,,,22215.3,-409.25,40949.8,
Flyoo Prao KE-F d12-3,D,multiple,F (White) Star,F9,Vab,8318,Flyoo Prao KE-F d12-3 C,M (Red dwarf) Star,M1,Va,8318,Flyoo Prao KE-F d12-3 C,M (Red dwarf) Star,,,Flyoo Prao KE-F d12-3 C 7,no,planetary,Water world,0,"",3801.169921875,Candidate for terraforming,3905.311,0.2349240035,0.6265924573,295,0.071508816768,No volcanism,Thin Oxygen,-0.019531,203.074914255451,no,203.073590441991,0.50080255253,2.9e-05,1.761227,139.562553,,,22223.3,-407.969,40938.4,2022-06-09 20:03:55
Flyoo Prao KE-L c10-0,C,multiple,K (Yellow-Orange) Star,K7,Va,11532,,,,,,,,,,Flyoo Prao KE-L c10-0 BC 2,no,planetary,Earth-like world,0,"",2197.4758300781,Not terraformable,4570.082,0.3899079859,0.7594220042,299,0.656438826183,No volcanism,Suitable for water-based life,-0.319788,194.300648418519,yes,194.300152361389,0.568290087246,0.003796,-0.027785,26.536504,,,22266.2,-329.938,40360.3,2022-07-01 19:53:50
Flyoo Prao KE-O d7-6,D,multiple,F (White) Star,F5,Vb,1410,Flyoo Prao KE-O d7-6 B,G (White-Yellow) Star,G9,Vab,1410,Flyoo Prao KE-O d7-6 B,G (White-Yellow) Star,,,Flyoo Prao KE-O d7-6 B 1,no,planetary,Water world,0,"",86969.390625,Candidate for terraforming,3444.402,0.1576790065,0.5406487584,246,0.002103570708,No volcanism,Thin Carbon dioxide,0.091378,1.568653861748,no,447.226743455289,1.055932507893,0.000327,0.220129,302.907234,,,21883.6,-337.781,40612,2022-06-13 01:37:57
Flyoo Prao KE-P b39-0,B,multiple,M (Red dwarf) Star,M3,Va,10026,Flyoo Prao KE-P b39-0 A,M (Red dwarf) Star,M3,Va,10026,Flyoo Prao KE-P b39-0 A,M (Red dwarf) Star,,,Flyoo Prao KE-P b39-0 A 1,no,planetary,Water world,0,"",243,Not terraformable,6295.6065,1.0538239479,1.0815882683,222,227.887268066406,No volcanism,Thick Argon-rich,-2.606819,,no,214.752699765891,0.487922546543,0.000118,0.08289,113.697583,,,22462.9,-105.594,40744.4,2021-08-15 09:54:53
Flyoo Prao KF-C d14-9,D,multiple,A (Blue-White) Star,A7,VI,1410,Flyoo Prao KF-C d14-9 A,A (Blue-White) Star,A7,VI,1410,Flyoo Prao KF-C d14-9 A,A (Blue-White) Star,,,Flyoo Prao KF-C d14-9 A 6,no,planetary,Water world,0,"",1613.9796142578,Not terraformable,7799.299,2.348033905,1.5702264309,426,15.234738349915,Metallic Magma,Thick Ammonia,2.920657,0.876831640903,no,1726.79636765405,3.235904728416,0.000934,0.89369,125.078789,,,22037.2,-121.906,41103.1,2021-02-16 11:14:32
Flyoo Prao KF-L d9-10,D,multiple,F (White) Star,F4,Vab,344,Flyoo Prao KF-L d9-10 C,M (Red dwarf) Star,M1,Va,344,Flyoo Prao KF-L d9-10 C,M (Red dwarf) Star,,,Flyoo Prao KF-L d9-10 C 5,no,planetary,Water world,0,"",8918.724609375,Not terraformable,5592.323,0.7545920014,0.9815145135,311,5.659566879272,Major Rocky Magma,Thick Ammonia,-0.278084,1.732261135683,no,488.786489047384,0.884806093275,0.195682,-114.722419,350.302053,,,21714.5,-97.875,40751,2020-09-08 23:12:57
Flyoo Prao KF-L d9-12,D,single,F (White) Star,F1,VI,526,Flyoo Prao KF-L d9-12,F (White) Star,F1,VI,526,Flyoo Prao KF-L d9-12,F (White) Star,,,Flyoo Prao KF-L d9-12 5,no,planetary,Water world,0,"",1807.9514160156,Not terraformable,5779.012,0.851770997,1.0374917984,265,5.923670768738,Major Rocky Magma,Thick Ammonia,2.258442,1.132808701053,no,2133.76377467755,3.630918618966,0.002797,-0.090562,87.372384,,,21716.7,-87.6875,40707.6,2020-09-09 00:00:52
Flyoo Prao KG-F c14-2,C,single,G (White-Yellow) Star,G4,Vab,5452,Flyoo Prao KG-F c14-2,G (White-Yellow) Star,G4,Vab,5452,Flyoo Prao KG-F c14-2,G (White-Yellow) Star,,,Flyoo Prao KG-F c14-2 3,no,planetary,Water world,0,"",555.8651123047,Candidate for terraforming,3371.61025,0.147382006,0.5273983479,253,0.117738053203,No volcanism,Carbon dioxide-rich,-0.151306,1.393821512905,no,454.000549183947,1.113965866325,4.0999999328e-05,-0.079704,47.017465,,,22100.5,-100.844,40503.6,2021-07-09 17:15:07
Flyoo Prao KG-X d1-0,D,multiple,F (White) Star,F5,VI,1376,Flyoo Prao KG-X d1-0 A,F (White) Star,F5,VI,1376,Flyoo Prao KG-X d1-0 A,F (White) Star,,,Flyoo Prao KG-X d1-0 A 4,no,planetary,Water world,0,"",877.6748657227,Candidate for terraforming,3119.238,0.1166160032,0.4875623286,241,0.001421652734,No volcanism,Thin Carbon dioxide,2.504378,-69.897831983623,no,42.275214498796,0.000712769778,0.179446,-8.827841,106.729615,,,22509.5,-905.562,40117.8,2021-04-20 19:41:35
Flyoo Prao KG-X d1-0,D,multiple,F (White) Star,F5,VI,1376,Flyoo Prao KG-X d1-0 A,F (White) Star,F5,VI,1376,Flyoo Prao KG-X d1-0 A,F (White) Star,,,Flyoo Prao KG-X d1-0 A 6,no,planetary,Water world,0,"",1284.9876708984,Not terraformable,3567.349,0.1764589995,0.564055264,286,0.360690385103,No volcanism,Carbon dioxide,-0.254133,1.391756624329,no,1391.84068474502,2.575137674774,3.0999999581e-05,0.006321,47.342934,,,22509.5,-905.562,40117.8,2021-04-20 19:42:21
Flyoo Prao KH-C d2,D,single,G (White-Yellow) Star,G8,Va,810,Flyoo Prao KH-C d2,G (White-Yellow) Star,G8,Va,810,Flyoo Prao KH-C d2,G (White-Yellow) Star,,,Flyoo Prao KH-C d2 1,no,planetary,Water world,0,"",517.2734985352,Candidate for terraforming,4602.729,0.3996210098,0.7673376799,257,0.656788335801,No volcanism,Nitrogen,-0.44858,1.861421580127,no,396.51745033485,1.036729418912,0.001087,0.003403,220.839632,83.872147,,22414.9,-275.656,39938.6,2022-06-29 19:01:59
Flyoo Prao KH-C d3,D,multiple,A (Blue-White) Star,A7,Vb,1034,,,,,,,,,,Flyoo Prao KH-C d3 AB 4,no,planetary,Water world,0,"",1779.6021728516,Candidate for terraforming,3856.6035,0.227493003,0.6221958399,394,0.629799993832,No volcanism,Carbon dioxide,0.179541,1.48493381125,no,1599.85641086539,3.733004939128,0.058777,113.271123,150.510639,340.320575,,22387.2,-280.906,39937.4,2022-06-29 19:08:41
Flyoo Prao KH-M d7-0,D,multiple,Neutron Star,,VII,12901,,,,,,,,,,Flyoo Prao KH-M d7-0 AB 1,no,planetary,Water world,0,"",24623.189453125,Not terraformable,9639.624,5.0191969872,2.1972682476,535,193.719573974609,Metallic Magma,Hot thick Water-rich,-0.064146,1.415765793588,no,66061.2606615926,37.5723903454,0.170545,124.529836,14.818645,,,22345.2,-1141.81,40543.7,2021-03-21 01:19:22
Flyoo Prao KH-V c18-1,C,single,K (Yellow-Orange) Star,K2,Vab,11794,Flyoo Prao KH-V c18-1,K (Yellow-Orange) Star,K2,Vab,11794,Flyoo Prao KH-V c18-1,K (Yellow-Orange) Star,,,Flyoo Prao KH-V c18-1 2,no,planetary,Water world,0,"",513.5022583008,Not terraformable,8630.457,1.2824800014,0.7004095316,346,800.80414507772,Minor Carbon Dioxide Geysers,Thick Argon-rich,0.043005,4.134122419097,no,259.844103345162,0.130248210388,0.061562,9.43213,25.503083,,,21873.9,-307.594,40721.2,2022-06-11 08:13:51
Flyoo Prao KH-V d2-0,D,multiple,Neutron Star,,VII,13026,Flyoo Prao KH-V d2-0 B,K (Yellow-Orange) Star,K8,Va,13026,Flyoo Prao KH-V d2-0 B,K (Yellow-Orange) Star,,,Flyoo Prao KH-V d2-0 B 6,no,planetary,Water world,0,"",507500,Not terraformable,4491.1945,0.1694570035,0.3417470753,268,0.08197799325,No volcanism,Thin Water-rich,-0.356748,127.168646001227,yes,127.168006643102,0.422283053049,0.000162,0.037277,102.683104,,,22025.6,-1059.97,40149.8,2021-03-24 21:30:58
Flyoo Prao KI-A d1-5,D,single,F (White) Star,F9,Vb,1324,Flyoo Prao KI-A d1-5,F (White) Star,F9,Vb,1324,Flyoo Prao KI-A d1-5,F (White) Star,,,Flyoo Prao KI-A d1-5 2,no,planetary,Water world,0,"",1061.6048583984,Not terraformable,3556.9005,0.1747539937,0.5618918538,264,0.319321895051,No volcanism,Carbon dioxide,0.041257,1.069990953646,no,1135.05330626611,2.115700007715,0.007086,-0.007717,38.509177,141.321336,,21917.3,-397.844,39983.9,2022-05-22 14:10:39
Flyoo Prao KI-A d14-0,D,single,G (White-Yellow) Star,G4,Va,5544,Flyoo Prao KI-A d14-0,G (White-Yellow) Star,G4,Va,5544,Flyoo Prao KI-A d14-0,G (White-Yellow) Star,,,Flyoo Prao KI-A d14-0 5,no,planetary,Water world,0,"",821.9552612305,Candidate for terraforming,3353.15025,0.1396300048,0.5051748753,253,0.053158070892,No volcanism,Thin Argon-rich,0.203256,0.880087616493,no,730.055611994537,1.652336984249,0.00314,0.842309,125.995335,,,22508.6,-979.781,41101.3,2021-04-13 01:36:57
Flyoo Prao KI-H d11-1,D,single,F (White) Star,F2,VI,1472,Flyoo Prao KI-H d11-1,F (White) Star,F2,VI,1472,Flyoo Prao KI-H d11-1,F (White) Star,,,Flyoo Prao KI-H d11-1 4,no,planetary,Water world,0,"",935.5042724609,Candidate for terraforming,4553.503,0.3900130093,0.7651681304,344,0.814041065265,No volcanism,Nitrogen,-1.444329,0.973139528773,no,815.881823224051,1.874748746107,0.000283,0.507754,261.196751,,,22817.1,-221.125,40921.8,2022-03-08 17:32:34
Flyoo Prao KI-H d11-5,D,multiple,F (White) Star,F5,Vb,1210,Flyoo Prao KI-H d11-5 A,F (White) Star,F5,Vb,1210,Flyoo Prao KI-H d11-5 A,F (White) Star,,,Flyoo Prao KI-H d11-5 A 4,no,planetary,Water world,0,"",1660.0645751953,Not terraformable,3493.64975,0.1657290012,0.5523429513,261,0.282102628453,No volcanism,Carbon dioxide,-0.01572,1.310717603032,no,1836.99762931574,3.325121680737,0.003066,-0.002891,261.259151,,,22837.4,-245.219,40879.9,2022-03-08 18:14:16
Flyoo Prao KI-H d11-6,D,single,F (White) Star,F6,Vb,6716,Flyoo Prao KI-H d11-6,F (White) Star,F6,Vb,6716,Flyoo Prao KI-H d11-6,F (White) Star,,,Flyoo Prao KI-H d11-6 3,no,planetary,Water world,0,"",1002.2966308594,Candidate for terraforming,4219.3275,0.302534014,0.6912843585,259,0.661522560454,No volcanism,Nitrogen,0.255657,0.848214659028,no,950.923203318206,2.008587422468,9e-06,0.011215,123.279461,,,22856.2,-204.625,40926,2022-03-08 18:18:06
Flyoo Prao KI-J d9-0,D,single,F (White) Star,F6,Vb,2418,Flyoo Prao KI-J d9-0,F (White) Star,F6,Vb,2418,Flyoo Prao KI-J d9-0,F (White) Star,,,Flyoo Prao KI-J d9-0 3,no,planetary,Water world,0,"",1600.2305908203,Not terraformable,4102.355,0.2773630023,0.6704263687,279,0.831321060658,No volcanism,Carbon dioxide,-0.001611,1.493234503924,no,1742.99399885868,3.207819145971,0.000307,0.005445,116.156997,,,22177.3,-899.562,40696.6,2021-05-21 18:41:02
Flyoo Prao KI-Z c1-0,C,multiple,K (Yellow-Orange) Star,K5,Va,4040,Flyoo Prao KI-Z c1-0 A,K (Yellow-Orange) Star,K5,Va,4040,Flyoo Prao KI-Z c1-0 A,K (Yellow-Orange) Star,,,Flyoo Prao KI-Z c1-0 A 2,no,planetary,Water world,0,"",560,Not terraformable,5894.667,0.8984439969,1.051820159,264,6.25430059433,Rocky Magma,Thick Ammonia,-0.34948,1.037205794259,no,509.212855939514,1.119990563264,0.002079,0.006606,283.729982,,,21938.1,-699.844,39978.8,2021-03-29 05:34:09
Flyoo Prao KI-Z d1-10,D,multiple,F (White) Star,F3,Vab,1536,Flyoo Prao KI-Z d1-10 A,F (White) Star,F3,Vab,1536,Flyoo Prao KI-Z d1-10 A,F (White) Star,,,Flyoo Prao KI-Z d1-10 A 7,no,planetary,Water world,0,"",2207.2021484375,Candidate for terraforming,7758.0585,2.3179290295,1.5666178465,371,13.44730091095,Metallic Magma,Thick Ammonia,-1.31025,0.617508455637,no,2752.72537988646,4.430916773467,0.001742,-7.5999997e-05,275.266828,,,22176.4,-95.9062,40101.7,2020-12-28 02:43:47
